hid,geo1,geo2,ea,urbrur,hhsize,statocc,rooms,bedrooms,floor,walls,roof,water,piped_water,toilet,flush_toilet,electricity,cook_fuel,phone,cell,car,bicycle,motorcycle,refrigerator,tv,radio,bank,deaths_12m,exp_01,exp_02,exp_03,exp_04,exp_05,exp_06,exp_07,exp_08,exp_09,exp_10,exp_11,exp_12,tot_exp,tot_food,share_food,pc_exp,quint_nat,quint_urb,quint_rur,hhweight,popweight
6a9f1839edd,1,11,11112,2,3,1,2,1,2,3,1,11,1,11,1,1,2,0,0,0,0,0,0,1,1,1,0,2532,19,443,2409,178,245,338,137,160,253,103,598,7415,2532,0.3409999907016754,2471.666748046875,3,2,,277.44040563280487,832.3212168984146
6b3e90e054b,1,11,11112,2,6,2,1,1,2,3,5,11,1,22,2,1,2,0,0,1,0,0,0,1,1,1,0,2548,36,461,2374,204,176,1147,139,95,299,327,626,8432,2548,0.3019999861717224,1405.3333740234375,1,1,,277.44040563280487,1664.6424337968292
6bdeacdc4f6,1,11,11041,2,4,2,3,1,2,3,1,11,1,22,2,1,2,0,0,0,0,0,1,1,0,0,0,2774,22,361,3093,97,198,250,110,67,380,136,508,7996,2774,0.34700000286102295,1999.0,3,2,,289.5822176955097,1158.3288707820388
6d36104fda7,1,11,11027,2,7,1,3,2,2,3,5,11,1,11,1,1,2,0,0,0,0,0,0,0,1,0,1,3513,46,631,3124,204,293,418,117,172,877,147,694,10236,3513,0.34299999475479126,1462.2857666015625,2,1,,314.47293242405453,2201.310526968382
6fa963b85e1,1,11,11024,2,4,1,3,2,6,3,1,11,1,11,1,1,2,1,1,0,0,0,0,1,1,1,0,4186,66,1323,5170,770,453,1133,1481,727,1975,667,1085,19036,4186,0.2199999988079071,4759.0,5,4,,381.85998937206625,1527.439957488265
701abd44103,1,11,11003,2,3,1,3,1,2,4,5,11,1,11,1,1,1,0,1,1,0,0,1,1,1,1,0,3276,84,963,5707,1766,427,3808,727,692,267,127,3467,21311,3276,0.15399999916553497,7103.66650390625,5,5,,388.5379860065539,1165.6139580196618
706e9088876,1,11,11112,2,5,1,3,1,2,3,1,11,1,11,1,1,2,0,1,0,1,1,1,1,0,0,0,2915,26,647,2749,257,296,473,299,174,647,184,816,9483,2915,0.3070000112056732,1896.5999755859375,2,1,,277.44040563280487,1387.2020281640243
71c3714affc,1,11,11027,2,8,1,3,2,2,3,1,21,0,13,1,0,2,0,0,0,0,0,0,1,1,1,0,3663,101,1225,2920,214,223,521,82,203,1972,345,757,12226,3663,0.30000001192092896,1528.25,2,1,,314.47293242405453,2515.7834593924363
727b61a1785,1,11,11066,2,1,2,1,1,2,3,5,12,2,31,0,1,2,0,1,0,0,0,0,1,1,1,0,1089,133,375,1372,230,85,537,523,266,68,883,355,5916,1089,0.18400000035762787,5916.0,5,5,,322.9722008679479,322.9722008679479
72c848be26b,1,11,11003,2,2,1,4,2,6,5,1,11,1,12,1,1,2,1,1,0,0,1,1,1,1,1,0,3259,31,455,4745,1516,492,717,1378,1037,233,185,782,14830,3259,0.2199999988079071,7415.0,5,5,,388.5379860065539,777.0759720131078
734c0cdf138,1,11,11034,2,1,1,3,1,2,3,1,11,1,11,1,1,2,1,0,0,0,0,1,1,0,0,1,1349,11,101,3864,276,198,129,477,95,17,49,272,6838,1349,0.19699999690055847,6838.0,5,5,,271.3694996014525,271.3694996014525
74405b0b29a,1,11,11036,2,4,3,3,2,2,3,4,11,1,11,1,1,2,1,1,0,0,0,1,1,0,1,0,5247,75,1076,5017,831,487,1133,1205,616,1790,449,1188,19114,5247,0.2750000059604645,4778.5,5,4,,270.7624089983172,1083.0496359932688
74537ce27c0,1,11,11036,2,2,1,5,3,2,3,5,11,1,11,1,1,2,1,1,0,0,0,1,1,1,1,0,4912,60,363,8662,957,842,718,1652,359,77,131,912,19645,4912,0.25,9822.5,5,5,,270.7624089983172,541.5248179966344
75fe0991124,1,11,11041,2,2,1,5,2,6,3,1,11,1,11,1,1,2,1,0,1,0,0,1,1,1,1,1,2119,31,360,6435,835,343,1458,907,315,172,284,631,13890,2119,0.15299999713897705,6945.0,5,5,,289.5822176955097,579.1644353910194
767e0b15b7b,1,11,11094,2,2,1,2,1,2,3,1,96,0,21,2,0,2,0,1,0,0,0,0,0,1,1,0,2050,137,720,1684,257,138,660,469,214,384,1023,420,8156,2050,0.25099998712539673,4078.0,4,4,,268.3340465857763,536.6680931715526
767f1228ad3,1,11,11112,2,5,1,4,3,2,3,1,11,1,11,1,1,2,0,1,0,0,1,1,1,1,1,0,4620,54,1073,4438,445,492,890,583,355,1078,257,1276,15561,4620,0.296999990940094,3112.199951171875,4,3,,277.44040563280487,1387.2020281640243
772cfaf4dd2,1,11,11066,2,1,2,1,1,2,3,5,11,1,21,2,1,2,0,1,0,0,0,0,0,1,1,0,1174,168,350,1145,141,70,401,341,115,64,702,282,4953,1174,0.2370000034570694,4953.0,5,4,,322.9722008679479,322.9722008679479
77610b4c996,1,11,11041,2,2,1,6,3,2,3,1,21,0,21,2,1,2,0,0,0,0,0,0,1,1,0,0,1963,34,188,3025,70,197,237,86,53,59,82,268,6262,1963,0.31299999356269836,3131.0,4,3,,289.5822176955097,579.1644353910194
79385cd4414,1,11,11094,2,2,2,1,0,2,3,5,12,2,13,1,1,5,0,1,1,1,0,0,1,1,1,0,1418,68,350,1953,250,86,1755,314,303,128,733,604,7962,1418,0.17800000309944153,3981.0,4,4,,268.3340465857763,536.6680931715526
79b720b8f47,1,11,11087,2,2,2,4,1,2,3,5,11,1,11,1,1,1,0,1,1,0,0,1,1,1,1,0,2321,153,965,6591,968,268,3936,1006,802,366,724,2068,20168,2321,0.11500000208616257,10084.0,5,5,,256.1922345230715,512.384469046143
7abb68ab451,1,11,11112,2,4,1,3,1,6,3,1,11,1,11,1,1,2,0,1,0,0,1,1,1,1,1,0,2755,39,850,3149,312,250,667,402,248,635,336,919,10562,2755,0.26100000739097595,2640.5,3,3,,277.44040563280487,1109.7616225312195
7bd9949d303,1,11,11024,2,5,1,3,3,2,3,5,11,1,11,1,1,2,1,1,0,0,0,1,1,1,1,0,4998,90,777,5580,519,598,1357,1430,527,680,293,1095,17944,4998,0.27900001406669617,3588.800048828125,4,3,,381.85998937206625,1909.2999468603311
7e0f0afe322,1,11,11066,2,1,2,1,1,2,3,1,21,0,31,0,1,4,1,1,0,0,0,1,1,1,1,0,1303,71,413,2606,252,67,351,387,159,148,779,431,6967,1303,0.18700000643730164,6967.0,5,5,,322.9722008679479,322.9722008679479
7e67e5340c8,1,11,11094,2,2,1,1,1,2,2,5,11,1,21,2,1,2,0,1,0,0,0,1,1,1,1,0,4191,192,583,1923,531,175,1125,617,307,133,659,614,11050,4191,0.3790000081062317,5525.0,5,5,,268.3340465857763,536.6680931715526
7e6fbbc012f,1,11,11003,2,1,1,4,1,2,3,4,11,1,11,1,1,2,1,1,0,0,0,1,1,0,0,0,1867,63,306,7659,751,288,593,1177,329,56,394,612,14095,1867,0.13199999928474426,14095.0,5,5,,388.5379860065539,388.5379860065539
802c280e6ea,1,11,11024,2,4,1,2,2,2,3,1,11,1,11,1,1,2,1,1,0,0,1,1,1,1,1,0,2753,32,655,2759,390,261,594,870,347,964,251,657,10533,2753,0.26100000739097595,2633.25,3,2,,381.85998937206625,1527.439957488265
80bb1caabff,1,11,11066,2,2,1,1,1,2,5,9,11,1,21,2,1,2,0,0,0,0,0,0,1,1,0,0,1949,8,92,1292,213,95,77,27,44,14,122,160,4093,1949,0.47600001096725464,2046.5,3,2,,322.9722008679479,645.9444017358958
8144240dc2b,1,11,11024,2,4,1,3,2,2,3,1,11,1,11,1,1,2,0,1,1,0,0,1,1,1,1,0,3641,41,974,3885,497,460,2048,692,402,1211,340,1066,15257,3641,0.23899999260902405,3814.25,4,4,,381.85998937206625,1527.439957488265
81bcca10a31,1,11,11024,2,3,1,4,2,2,3,1,11,1,21,2,1,2,1,1,1,0,0,1,1,1,1,0,4301,85,1085,5790,837,511,3626,1391,531,1050,636,1162,21005,4301,0.20499999821186066,7001.66650390625,5,5,,381.85998937206625,1145.5799681161989
83276186025,1,11,11024,2,3,1,6,3,2,3,1,11,1,11,1,1,2,0,1,1,0,0,0,1,1,1,0,2513,23,400,3821,448,646,1205,642,333,242,91,649,11013,2513,0.2280000001192093,3671.0,4,3,,381.85998937206625,1145.5799681161989
84b8d4bb013,1,11,11112,2,6,1,3,2,6,3,1,11,1,22,2,1,5,0,1,0,1,0,1,1,1,1,0,5294,144,1305,6216,529,219,932,471,511,1281,978,1311,19191,5294,0.2759999930858612,3198.5,4,3,,277.44040563280487,1664.6424337968292
85672dd0034,1,11,11027,2,10,1,4,2,1,5,9,21,0,31,0,0,4,0,1,0,1,0,0,0,1,0,0,6519,383,860,927,676,395,568,366,290,361,246,337,11928,6519,0.546999990940094,1192.800048828125,1,1,,314.47293242405453,3144.7293242405453
86604fd1fef,1,11,11041,2,1,1,3,2,2,3,1,11,1,11,1,1,2,1,1,0,0,0,1,1,1,1,0,1345,14,146,3753,449,227,235,719,158,25,88,380,7539,1345,0.17800000309944153,7539.0,5,5,,289.5822176955097,289.5822176955097
88f41501d6a,1,11,11087,2,3,1,5,2,6,3,1,11,1,11,1,1,2,1,1,0,0,1,1,1,1,1,0,4499,84,1455,8146,1376,567,1822,2047,1007,2035,910,1389,25337,4499,0.17800000309944153,8445.6669921875,5,5,,256.1922345230715,768.5767035692145
892abef188d,1,11,11024,2,4,1,3,2,6,3,1,11,1,11,1,1,2,1,1,1,0,1,1,1,1,1,0,4007,62,1160,5733,1105,526,3792,1560,738,1336,714,1218,21951,4007,0.18299999833106995,5487.75,5,5,,381.85998937206625,1527.439957488265
89eea16f9ef,1,11,11036,2,2,1,4,2,2,3,1,11,1,11,1,1,2,0,1,0,0,1,1,1,0,1,0,3471,33,445,6092,466,542,668,754,269,174,179,779,13872,3471,0.25,6936.0,5,5,,270.7624089983172,541.5248179966344
8a0f1427569,1,11,11112,2,6,1,2,2,2,3,1,21,0,21,2,1,2,0,0,0,0,0,1,1,1,1,0,2873,27,603,2504,132,149,285,73,91,771,243,601,8352,2873,0.3440000116825104,1392.0,1,1,,277.44040563280487,1664.6424337968292
8aa219d37c9,1,11,11112,2,5,1,1,1,2,3,9,11,1,31,0,1,2,0,1,0,0,0,1,1,1,1,0,4816,50,927,3474,371,337,531,324,222,546,246,1349,13193,4816,0.36500000953674316,2638.60009765625,3,3,,277.44040563280487,1387.2020281640243
8b0e3d47fcc,1,11,11003,2,2,1,4,3,2,3,5,11,1,11,1,1,1,0,1,0,0,0,1,1,1,1,0,1636,140,683,5148,439,169,678,723,439,242,624,799,11720,1636,0.14000000059604645,5860.0,5,5,,388.5379860065539,777.0759720131078
8b650ec7e6b,1,11,11087,2,3,3,4,2,6,3,1,11,1,11,1,1,2,0,1,1,0,0,1,1,1,1,0,3044,60,972,5304,786,439,3485,904,599,759,609,1024,17985,3044,0.16899999976158142,5995.0,5,5,,256.1922345230715,768.5767035692145
8c0483ec937,1,11,11024,2,7,1,3,3,2,3,9,11,1,21,2,1,2,0,1,1,0,0,1,1,1,1,0,4380,77,777,4117,393,501,2623,608,313,455,311,989,15544,4380,0.28200000524520874,2220.571533203125,3,2,,381.85998937206625,2673.019925604464
8d4dc66e881,1,11,11041,2,3,1,5,3,2,3,5,11,1,31,0,1,4,0,1,0,0,0,1,1,0,1,0,2365,45,275,3352,235,167,372,255,148,195,160,472,8041,2365,0.2939999997615814,2680.333251953125,3,3,,289.5822176955097,868.7466530865291
8ef9e5de7d3,1,11,11112,2,4,2,2,1,2,3,1,11,1,11,1,1,2,0,0,0,0,1,1,1,0,0,0,2547,17,436,2561,156,178,262,104,91,371,120,676,7519,2547,0.33899998664855957,1879.75,2,1,,277.44040563280487,1109.7616225312195
8fcacae71a8,1,11,11034,2,1,2,3,1,2,6,5,11,1,11,1,1,1,0,1,0,0,0,0,0,0,1,0,798,100,354,1243,285,50,289,326,211,50,105,491,4302,798,0.1850000023841858,4302.0,5,4,,271.3694996014525,271.3694996014525
9246f8f8db7,1,11,11034,2,3,2,1,1,1,2,6,11,1,96,2,1,2,0,1,0,0,0,0,1,0,0,0,2608,51,339,1156,413,217,335,237,248,174,503,334,6615,2608,0.39399999380111694,2205.0,3,2,,271.3694996014525,814.1084988043575
9267e45d883,1,11,11034,2,1,2,3,2,2,3,1,11,1,11,1,1,2,0,0,0,0,0,0,1,1,1,1,770,42,285,2651,162,86,281,173,208,48,210,348,5264,770,0.1459999978542328,5264.0,5,4,,271.3694996014525,271.3694996014525
93de1c9317e,1,11,11003,2,3,1,5,2,2,3,1,11,1,11,1,1,2,0,1,0,0,1,1,1,0,1,0,3032,27,418,4596,295,436,614,650,209,232,134,660,11303,3032,0.2680000066757202,3767.666748046875,4,4,,388.5379860065539,1165.6139580196618
9518e2d842a,1,11,11034,2,2,2,1,1,6,3,1,11,1,11,1,1,2,0,1,1,0,0,1,0,1,1,0,1768,47,636,3200,566,216,2450,519,362,276,716,721,11477,1768,0.15399999916553497,5738.5,5,5,,271.3694996014525,542.738999202905
9553ee8b6b5,1,11,11041,2,2,1,4,2,6,3,5,11,1,11,1,1,2,1,1,1,0,0,1,1,1,1,0,3975,42,530,8864,1601,327,1134,941,233,351,758,832,19588,3975,0.2029999941587448,9794.0,5,5,,289.5822176955097,579.1644353910194
9585d174a43,1,11,11034,2,1,2,1,0,2,7,5,11,1,11,1,1,1,0,1,0,0,0,1,1,1,1,0,859,83,433,835,391,33,257,305,225,68,85,726,4300,859,0.20000000298023224,4300.0,5,4,,271.3694996014525,271.3694996014525
97b5ce0f031,1,11,11112,2,5,1,1,1,1,3,5,61,0,31,0,1,2,0,1,0,1,1,1,1,0,0,0,3694,29,679,2332,409,438,548,299,281,397,209,987,10302,3694,0.35899999737739563,2060.39990234375,3,2,,277.44040563280487,1387.2020281640243
97d371932c5,1,11,11087,2,3,1,7,4,2,3,1,11,1,11,1,1,2,1,0,0,1,1,1,1,1,1,0,4011,62,623,6518,629,423,751,1425,559,515,203,882,16601,4011,0.24199999868869781,5533.66650390625,5,5,,256.1922345230715,768.5767035692145
98b98089093,1,11,11036,2,2,1,4,2,2,4,6,11,1,11,1,1,1,1,1,1,0,0,1,1,1,1,0,6440,78,1054,11558,4828,1281,4339,1525,1742,196,125,3432,36598,6440,0.17599999904632568,18299.0,5,5,,270.7624089983172,541.5248179966344
9a23d929a8b,1,11,11003,2,3,1,3,2,2,3,1,11,1,11,1,1,2,1,1,1,0,0,1,1,1,1,1,3628,37,687,5225,904,643,2135,1619,505,675,307,1062,17427,3628,0.20800000429153442,5809.0,5,5,,388.5379860065539,1165.6139580196618
9a74ab2e3e0,1,11,11041,2,3,1,6,3,6,3,1,11,1,11,1,1,2,1,1,1,0,0,1,1,1,1,0,4534,54,817,10496,1643,843,3353,1994,573,523,539,1342,26711,4534,0.17000000178813934,8903.6669921875,5,5,,289.5822176955097,868.7466530865291
9d0fbeede32,1,11,11041,2,2,1,2,1,2,3,1,11,1,21,2,1,2,0,0,0,0,0,1,1,1,0,0,1534,12,105,2296,64,151,140,81,26,19,44,220,4692,1534,0.3269999921321869,2346.0,3,2,,289.5822176955097,579.1644353910194
9ef8186c24c,1,11,11087,2,4,1,4,1,2,6,9,11,1,11,1,1,1,0,1,0,0,0,1,1,1,1,0,3748,91,1322,2678,1579,316,1068,474,941,497,92,1508,14314,3748,0.2619999945163727,3578.5,4,3,,256.1922345230715,1024.768938092286
9fa3a08ed2a,1,11,11003,2,2,1,5,2,6,3,1,11,1,11,1,1,2,0,1,0,0,0,1,1,1,1,0,2657,44,612,6639,451,408,856,806,296,211,357,762,14099,2657,0.18799999356269836,7049.5,5,5,,388.5379860065539,777.0759720131078
9fafaa037e2,1,11,11041,2,2,1,4,2,6,3,1,11,1,11,1,1,2,1,1,1,0,0,1,1,1,1,0,3455,56,751,9586,1727,641,2957,1949,736,408,669,1210,24145,3455,0.14300000667572021,12072.5,5,5,,289.5822176955097,579.1644353910194
a2b0107778c,1,11,11112,2,4,2,2,1,6,3,5,11,1,21,2,1,2,0,1,0,0,0,1,1,1,1,0,3412,54,691,2757,282,188,493,362,146,395,333,850,9963,3412,0.34200000762939453,2490.75,3,2,,277.44040563280487,1109.7616225312195
a3bb99b57fc,1,11,11087,2,1,1,4,2,2,6,2,11,1,11,1,1,1,1,1,1,0,0,1,1,1,1,0,2263,128,988,7352,2073,344,4493,1445,1369,437,496,3047,24435,2263,0.09300000220537186,24435.0,5,5,,256.1922345230715,256.1922345230715
a49395c8c25,1,11,11036,2,2,1,5,2,6,3,1,11,1,11,1,1,1,1,1,1,0,0,1,1,1,1,0,4746,76,1041,17364,2893,999,4702,2066,990,322,790,2214,38203,4746,0.12399999797344208,19101.5,5,5,,270.7624089983172,541.5248179966344
a51b4ee5bea,1,11,11003,2,2,2,3,1,2,3,1,11,1,11,1,1,2,1,0,0,0,0,1,1,1,0,0,2433,15,152,3900,286,331,210,660,112,31,45,347,8522,2433,0.2849999964237213,4261.0,5,4,,388.5379860065539,777.0759720131078
a748d3fb79e,1,11,11003,2,2,1,6,3,2,3,1,11,1,11,1,1,2,0,1,0,0,0,1,1,1,1,0,2547,20,223,4692,363,408,383,461,143,38,54,441,9773,2547,0.26100000739097595,4886.5,5,4,,388.5379860065539,777.0759720131078
a783b7fbf04,1,11,11024,2,4,1,4,2,6,3,1,11,1,11,1,1,2,0,1,0,0,1,1,1,1,1,0,3034,51,883,4184,334,310,964,604,344,720,374,887,12689,3034,0.23899999260902405,3172.25,4,3,,381.85998937206625,1527.439957488265
a7c8c0c2cca,1,11,11094,2,1,1,1,1,2,3,1,11,1,11,1,1,3,0,1,0,0,0,1,1,1,1,0,1241,147,628,2121,364,100,622,561,378,146,1139,521,7968,1241,0.15600000321865082,7968.0,5,5,,268.3340465857763,268.3340465857763
a9672f91f24,1,11,11094,2,1,1,4,1,2,3,1,11,1,11,1,1,2,1,1,1,0,1,1,1,0,1,0,1489,68,587,5851,1112,280,3091,1193,730,217,771,839,16228,1489,0.09200000017881393,16228.0,5,5,,268.3340465857763,268.3340465857763
a9a26381145,1,11,11087,2,2,1,2,1,2,3,1,11,1,11,1,1,2,0,1,0,0,0,1,1,1,1,0,2841,57,677,3559,442,274,925,714,335,265,422,916,11427,2841,0.24899999797344208,5713.5,5,5,,256.1922345230715,512.384469046143
a9c67166000,1,11,11066,2,1,2,1,1,2,4,9,61,0,12,1,1,4,0,1,0,0,0,1,0,0,0,0,1862,79,402,731,474,56,303,519,164,122,793,399,5904,1862,0.3149999976158142,5904.0,5,5,,322.9722008679479,322.9722008679479
aaac74a0d46,1,11,11024,2,3,1,1,1,2,3,1,11,1,11,1,1,2,1,1,0,0,1,1,1,1,1,0,2972,46,651,3143,403,246,760,1084,325,506,418,794,11348,2972,0.2619999945163727,3782.666748046875,4,4,,381.85998937206625,1145.5799681161989
b0ea554ed1a,1,11,11036,2,1,1,5,1,6,3,1,11,1,11,1,1,2,1,0,0,0,0,1,0,1,0,2,1416,37,279,8524,566,195,319,668,209,46,316,349,12924,1416,0.10999999940395355,12924.0,5,5,,270.7624089983172,270.7624089983172
b15305af3ec,1,11,11112,2,5,1,1,1,2,2,5,11,1,12,1,1,2,0,1,0,0,1,0,1,0,1,0,4690,33,713,1421,995,637,677,137,793,237,125,498,10956,4690,0.42800000309944153,2191.199951171875,3,2,,277.44040563280487,1387.2020281640243
b2306b362b6,1,11,11027,2,9,1,3,3,2,4,5,71,0,12,1,1,2,0,0,0,0,1,1,0,1,0,0,7958,22,762,3612,1070,405,500,144,345,822,959,820,17419,7958,0.4569999873638153,1935.4444580078125,2,1,,314.47293242405453,2830.2563918164906
b59ac9c163a,1,11,11036,2,1,1,1,1,1,2,5,71,0,14,1,1,4,0,0,0,0,0,1,1,0,0,0,1515,17,118,1372,446,77,145,56,193,20,91,285,4335,1515,0.3490000069141388,4335.0,5,4,,270.7624089983172,270.7624089983172
b5b2e9d5a13,1,11,11087,2,2,1,3,1,2,3,9,11,1,11,1,1,1,0,1,1,0,0,1,0,1,1,0,2998,187,1407,7297,1044,310,3948,1174,915,508,923,2633,23344,2998,0.12800000607967377,11672.0,5,5,,256.1922345230715,512.384469046143
b73418a2ea0,1,11,11034,2,2,2,1,1,2,3,1,21,0,21,2,1,2,0,0,1,0,0,0,1,0,1,0,1437,33,255,2009,130,115,845,120,65,66,210,342,5627,1437,0.2549999952316284,2813.5,4,3,,271.3694996014525,542.738999202905
b8239262b6c,1,11,11112,2,4,3,2,1,2,3,1,11,1,11,1,1,2,0,0,0,0,0,0,1,0,0,0,2635,15,472,2445,158,209,259,98,112,496,136,607,7642,2635,0.3449999988079071,1910.5,2,1,,277.44040563280487,1109.7616225312195
b8b3d458eac,1,11,11112,2,6,2,1,1,2,3,9,11,1,11,1,1,2,0,1,0,0,0,0,1,1,1,0,5240,56,1277,3308,428,469,652,383,321,1429,349,959,14871,5240,0.35199999809265137,2478.5,3,2,,277.44040563280487,1664.6424337968292
b8ffba12323,1,11,11027,2,5,1,6,3,6,3,1,11,1,11,1,1,2,1,1,1,0,1,1,1,1,1,0,5911,75,1492,9899,1688,961,4970,2556,1060,2036,819,1709,33176,5911,0.17800000309944153,6635.2001953125,5,5,,314.47293242405453,1572.3646621202727
b91d6acc8c3,1,11,11094,2,2,1,2,1,6,3,1,11,1,11,1,1,2,0,0,0,0,0,1,1,0,0,0,1558,26,296,2635,158,103,275,169,92,93,223,440,6068,1558,0.25699999928474426,3034.0,4,3,,268.3340465857763,536.6680931715526
b9bcd30b45c,1,11,11036,2,1,1,4,1,2,3,1,71,0,11,1,1,2,0,1,1,0,0,1,1,1,1,0,1577,25,235,4803,663,338,1055,418,233,33,163,481,10024,1577,0.15700000524520874,10024.0,5,5,,270.7624089983172,270.7624089983172
ba588865a57,1,11,11087,2,2,2,4,2,2,3,9,11,1,21,2,1,2,0,1,0,0,0,1,1,1,1,0,3540,138,534,3977,300,302,934,570,204,160,341,731,11731,3540,0.3019999861717224,5865.5,5,5,,256.1922345230715,512.384469046143
bd15633806f,1,11,11027,2,6,1,11,8,1,2,9,21,0,31,0,1,4,0,1,0,1,0,0,1,1,0,0,5776,111,617,1700,707,619,633,197,1033,269,143,456,12261,5776,0.47099998593330383,2043.5,3,2,,314.47293242405453,1886.8375945443272
be9cd37233a,1,11,11003,2,2,1,3,2,2,3,1,21,0,12,1,1,2,0,0,0,0,0,1,1,1,0,0,2179,13,147,3210,145,252,196,106,51,24,36,290,6649,2179,0.328000009059906,3324.5,4,3,,388.5379860065539,777.0759720131078
bf12aef0e93,1,11,11066,2,1,2,1,1,2,3,9,61,0,21,2,1,2,0,1,0,0,0,1,1,0,1,0,2707,104,454,1848,461,159,790,528,155,84,834,629,8753,2707,0.3089999854564667,8753.0,5,5,,322.9722008679479,322.9722008679479
bf74add71de,1,11,11112,2,4,1,2,1,1,5,5,11,1,31,0,1,6,0,1,0,0,0,0,1,1,1,0,3128,19,357,603,517,480,317,25,366,86,10,218,6126,3128,0.5109999775886536,1531.5,2,1,,277.44040563280487,1109.7616225312195
c05bfed5c41,1,11,11003,2,2,1,3,1,2,3,1,11,1,11,1,1,2,0,0,0,0,0,1,0,0,0,0,1634,9,105,2921,67,197,116,101,29,22,35,196,5432,1634,0.3009999990463257,2716.0,4,3,,388.5379860065539,777.0759720131078
c20e38f653d,1,11,11087,2,2,1,4,1,2,3,1,11,1,11,1,1,2,0,1,1,0,0,1,1,1,1,0,2326,51,636,4513,679,400,2570,789,507,316,343,882,14012,2326,0.16599999368190765,7006.0,5,5,,256.1922345230715,512.384469046143
c28845d3ff7,1,11,11094,2,2,2,1,1,2,5,1,71,0,14,1,1,2,0,0,0,0,0,0,0,1,0,0,2807,18,294,1591,313,252,229,20,196,89,85,344,6238,2807,0.44999998807907104,3119.0,4,3,,268.3340465857763,536.6680931715526
c30aa5a8f94,1,11,11034,2,2,2,1,1,2,3,1,21,0,11,1,1,2,0,0,0,0,0,1,0,0,0,0,2075,27,346,2239,113,110,306,88,56,151,270,524,6305,2075,0.32899999618530273,3152.5,4,3,,271.3694996014525,542.738999202905
c32de308c56,1,11,11066,2,2,3,2,1,1,5,5,14,3,31,0,0,2,0,1,0,0,0,0,0,1,1,0,1770,65,298,611,267,100,307,194,150,62,99,185,4108,1770,0.4309999942779541,2054.0,3,2,,322.9722008679479,645.9444017358958
c4736452d9c,1,11,11112,2,4,1,3,1,2,3,8,11,1,21,2,1,2,0,1,0,0,0,1,1,1,1,0,4639,57,876,4166,297,370,633,469,191,523,246,1230,13697,4639,0.33899998664855957,3424.25,4,3,,277.44040563280487,1109.7616225312195
c58312cfaf1,1,11,11027,2,6,1,4,3,2,3,1,11,1,21,2,1,2,0,1,1,0,0,1,1,1,1,0,4367,62,1031,4554,403,518,2298,737,348,1116,388,1015,16837,4367,0.2590000033378601,2806.166748046875,4,3,,314.47293242405453,1886.8375945443272
c66bef7edb5,1,11,11094,2,1,2,1,1,2,3,5,11,1,21,2,1,2,0,1,0,0,0,1,1,0,1,0,1480,219,386,1780,243,93,614,477,162,56,1023,381,6914,1480,0.21400000154972076,6914.0,5,5,,268.3340465857763,268.3340465857763
c6bc2bd9fa3,1,11,11027,2,9,3,8,3,2,3,1,61,0,11,1,1,3,1,1,1,1,1,1,1,1,1,0,8483,216,3075,9718,1666,932,6126,2536,1539,5454,1356,2534,43635,8483,0.1940000057220459,4848.33349609375,5,4,,314.47293242405453,2830.2563918164906
c82aef9092e,1,11,11041,2,1,1,5,1,2,3,9,11,1,11,1,1,2,1,0,0,0,0,1,1,1,0,0,2274,23,158,6182,530,312,204,700,184,31,71,425,11094,2274,0.20499999821186066,11094.0,5,5,,289.5822176955097,289.5822176955097
c8d040797de,1,11,11066,2,3,1,3,2,2,3,1,11,1,11,1,1,2,0,1,0,0,0,1,1,1,1,0,3421,56,737,4159,367,327,893,696,311,429,333,959,12688,3421,0.27000001072883606,4229.33349609375,5,4,,322.9722008679479,968.9166026038437
c8ee02a4713,1,11,11036,2,4,1,4,3,2,3,5,11,1,21,2,1,2,0,1,0,0,0,1,1,1,1,0,4841,152,683,4740,308,477,1143,628,313,326,233,946,14790,4841,0.3269999921321869,3697.5,4,3,,270.7624089983172,1083.0496359932688
ca362b7dd90,1,11,11041,2,4,3,3,2,2,3,1,11,1,11,1,0,2,0,1,0,0,1,1,1,0,1,1,2763,53,718,3026,270,200,511,369,212,932,262,681,9997,2763,0.2759999930858612,2499.25,3,2,,289.5822176955097,1158.3288707820388
cb3286cc79a,1,11,11024,2,6,2,2,2,2,3,5,12,2,21,2,1,2,0,1,1,1,0,1,1,1,1,0,3813,105,861,3378,513,289,3551,587,466,681,596,920,15760,3813,0.24199999868869781,2626.666748046875,3,2,,381.85998937206625,2291.1599362323977
cb621e5f809,1,11,11027,2,11,2,5,3,6,3,1,11,1,21,2,1,2,1,1,1,1,0,1,1,1,1,0,7729,132,2763,7437,1252,1060,4576,1857,1029,5048,942,2028,35853,7729,0.2160000056028366,3259.363525390625,4,3,,314.47293242405453,3459.2022566646
cd3aba3994a,1,11,11036,2,1,1,4,1,2,3,4,11,1,11,1,1,2,1,0,0,0,0,1,1,1,0,1,2076,24,156,5839,453,280,221,672,176,35,77,422,10431,2076,0.19900000095367432,10431.0,5,5,,270.7624089983172,270.7624089983172
cd95adb90e0,1,11,11027,2,7,1,6,4,2,3,1,21,0,11,1,1,2,1,1,0,0,1,1,1,1,1,0,6743,65,1229,6788,769,931,1480,1804,668,2170,361,1328,24336,6743,0.2770000100135803,3476.571533203125,4,3,,314.47293242405453,2201.310526968382
